user_id,city,segment,avg_order_value,order_frequency,preferred_cuisine,veg_preference_ratio,price_sensitivity_score,recency_score,lifetime_orders,user_frequency_bucket
8597,Bengaluru,mid,535.82,4.1,Biryani,0.249,0.363,0.344,123,3
8598,Mumbai,mid,398.31,5.467,Fast Food,0.357,0.577,0.572,164,3
8599,Bengaluru,budget,245.46,0.1,Other,0.606,0.699,0.075,2,0
8600,Hyderabad,budget,185.76,5.233,Chinese,0.411,0.845,0.353,157,3
8601,Chennai,mid,458.57,0.1,Other,0.683,0.616,0.154,1,0
8602,Chennai,budget,132.05,4.567,Chinese,0.037,0.918,0.402,137,3
8603,Chennai,budget,96.27,1.7,Fast Food,0.286,0.977,0.299,51,3
8604,Delhi,premium,610.21,5.533,North Indian,0.429,0.028,0.576,166,3
8605,Mumbai,mid,348.81,0.967,North Indian,0.525,0.445,0.795,29,2
8606,Delhi,budget,118.59,4.6,Fast Food,0.26,0.643,0.249,138,3
8607,Mumbai,budget,99.94,1.033,South Indian,0.173,0.73,0.219,31,2
8608,Chennai,mid,391.68,4.3,South Indian,0.624,0.52,0.531,129,3
8609,Delhi,budget,99.73,3.1,Chinese,0.343,0.884,0.479,93,3
8610,Delhi,budget,80.0,1.233,North Indian,0.27,0.928,0.464,37,2
8611,Hyderabad,budget,93.9,1.4,Fast Food,0.14,0.874,0.706,42,2
8612,Bengaluru,mid,326.56,3.0,Fast Food,0.498,0.653,0.391,90,3
8613,Chennai,mid,250.91,2.533,South Indian,0.276,0.593,0.609,76,3
8614,Pune,budget,138.6,3.1,North Indian,0.57,0.788,0.913,93,3
8615,Mumbai,budget,180.02,2.967,Other,0.464,0.658,0.704,89,3
8616,Mumbai,mid,407.44,0.267,Chinese,0.557,0.361,0.417,8,1
8617,Chennai,mid,283.92,0.1,North Indian,0.612,0.321,0.047,2,0
8618,Pune,mid,219.61,0.1,Desserts,0.394,0.582,0.087,3,0
8619,Bengaluru,budget,121.22,2.7,Desserts,0.377,0.894,0.732,81,3
8620,Delhi,mid,415.56,1.633,North Indian,0.274,0.343,0.604,49,2
8621,Delhi,premium,877.84,1.4,Fast Food,0.279,0.22,0.218,42,2
8622,Bengaluru,mid,385.29,0.733,Other,0.611,0.667,0.545,22,2
8623,Mumbai,budget,210.07,0.1,North Indian,0.362,0.852,0.199,2,0
8624,Mumbai,mid,522.92,3.7,South Indian,0.265,0.581,0.498,111,3
8625,Mumbai,budget,125.84,5.433,Biryani,0.444,0.712,0.638,163,3
8626,Chennai,budget,224.33,1.7,South Indian,0.214,0.652,0.463,51,3
8627,Bengaluru,budget,136.97,2.8,North Indian,0.322,0.779,0.435,84,3
8628,Pune,premium,903.97,1.4,North Indian,0.179,0.042,0.695,42,2
8629,Bengaluru,budget,185.43,6.267,South Indian,0.121,0.844,0.514,188,3
8630,Delhi,premium,304.59,5.267,North Indian,0.311,0.361,0.751,158,3
8631,Delhi,mid,253.38,1.133,North Indian,0.757,0.488,0.436,34,2
8632,Pune,mid,227.87,5.4,Chinese,0.379,0.66,0.478,162,3
8633,Delhi,budget,80.0,6.167,Other,0.542,0.653,0.84,185,3
8634,Chennai,mid,437.93,4.433,Desserts,0.158,0.578,0.75,133,3
8635,Pune,budget,253.44,6.6,Biryani,0.275,0.646,0.829,198,3
8636,Pune,mid,324.23,0.1,South Indian,0.225,0.675,0.268,1,0
8637,Mumbai,budget,192.71,2.033,North Indian,0.721,0.636,0.925,61,3
8638,Chennai,budget,224.23,4.267,Biryani,0.469,0.836,0.315,128,3
8639,Chennai,mid,370.83,3.633,Chinese,0.647,0.653,0.603,109,3
8640,Chennai,budget,148.73,4.8,Desserts,0.122,0.694,0.636,144,3
8641,Pune,budget,137.72,0.1,Fast Food,0.524,0.81,0.076,3,0
8642,Pune,premium,807.51,1.667,South Indian,0.145,0.13,0.891,50,2
8643,Pune,budget,193.73,5.833,Other,0.378,0.845,0.229,175,3
8644,Chennai,budget,173.09,1.0,North Indian,0.248,0.636,0.285,30,2
8645,Delhi,budget,171.37,3.133,Biryani,0.187,0.966,0.586,94,3
8646,Pune,budget,147.44,0.1,Other,0.353,0.745,0.134,2,0
8647,Chennai,mid,190.7,5.4,North Indian,0.729,0.621,0.741,162,3
8648,Delhi,budget,194.89,2.9,North Indian,0.396,0.658,0.402,87,3
8649,Hyderabad,mid,221.54,5.533,Desserts,0.08,0.479,0.82,166,3
8650,Delhi,mid,411.94,1.133,South Indian,0.506,0.439,0.682,34,2
8651,Pune,budget,187.79,6.6,North Indian,0.08,0.889,0.695,198,3
8652,Hyderabad,premium,471.91,1.4,Other,0.251,0.142,0.532,42,2
8653,Hyderabad,premium,578.44,4.0,Biryani,0.401,0.064,0.964,120,3
8654,Delhi,budget,256.07,3.4,Desserts,0.32,0.763,0.838,102,3
8655,Mumbai,budget,146.03,0.733,Biryani,0.393,0.943,0.794,22,2
8656,Bengaluru,budget,88.99,3.567,South Indian,0.694,0.866,0.622,107,3
8657,Bengaluru,budget,190.04,5.833,Biryani,0.756,0.733,0.677,175,3
8658,Pune,mid,272.73,0.1,North Indian,0.507,0.646,0.132,1,0
8659,Pune,mid,157.95,0.1,Desserts,0.323,0.385,0.189,2,0
8660,Hyderabad,budget,175.99,0.1,North Indian,0.579,0.792,0.272,3,0
8661,Chennai,budget,104.17,2.133,Biryani,0.524,0.922,0.977,64,3
8662,Pune,budget,166.06,0.1,Other,0.404,0.778,0.082,1,0
8663,Chennai,premium,537.46,0.1,South Indian,0.483,0.181,0.064,2,0
8664,Bengaluru,premium,841.44,0.1,Chinese,0.542,0.014,0.278,3,0
8665,Delhi,budget,159.17,0.1,Biryani,0.412,0.852,0.069,1,0
8666,Delhi,mid,91.08,2.433,North Indian,0.058,0.515,0.818,73,3
8667,Delhi,mid,388.2,2.467,North Indian,0.243,0.368,0.605,74,3
8668,Delhi,mid,321.03,5.033,Fast Food,0.279,0.638,0.603,151,3
8669,Chennai,mid,491.67,0.1,South Indian,0.731,0.653,0.269,2,0
8670,Pune,premium,779.04,4.933,Fast Food,0.475,0.217,0.662,148,3
8671,Delhi,budget,187.81,2.067,Fast Food,0.081,0.797,0.547,62,3
8672,Bengaluru,budget,114.47,4.167,North Indian,0.555,0.807,0.606,125,3
8673,Pune,premium,541.99,1.9,North Indian,0.585,0.074,0.81,57,3
8674,Pune,budget,148.72,4.267,North Indian,0.219,0.893,0.542,128,3
8675,Mumbai,budget,131.97,6.433,North Indian,0.199,0.958,0.913,193,3
8676,Bengaluru,mid,483.8,4.467,Fast Food,0.657,0.598,0.341,134,3
8677,Bengaluru,mid,334.67,5.267,South Indian,0.333,0.616,0.536,158,3
8678,Delhi,mid,227.52,0.1,Other,0.185,0.687,0.287,2,0
8679,Pune,mid,267.24,0.1,North Indian,0.411,0.588,0.272,1,0
8680,Chennai,mid,446.51,1.0,South Indian,0.497,0.373,0.511,30,2
8681,Mumbai,budget,141.64,6.5,Biryani,0.268,0.984,0.887,195,3
8682,Hyderabad,mid,327.93,2.5,Biryani,0.87,0.53,0.983,75,3
8683,Hyderabad,mid,456.02,5.9,North Indian,0.527,0.653,0.744,177,3
8684,Hyderabad,premium,517.05,5.633,Biryani,0.757,0.019,0.761,169,3
8685,Chennai,budget,80.0,0.1,Desserts,0.229,0.721,0.159,3,0
8686,Bengaluru,budget,107.36,3.7,South Indian,0.058,0.857,0.613,111,3
8687,Chennai,mid,374.21,1.933,South Indian,0.667,0.524,0.491,58,3
8688,Bengaluru,budget,137.52,1.033,Chinese,0.301,0.952,0.856,31,2
8689,Pune,budget,80.0,5.833,Fast Food,0.307,0.758,0.557,175,3
8690,Pune,premium,903.21,0.1,Desserts,0.248,0.279,0.271,3,0
8691,Mumbai,mid,366.35,0.1,Desserts,0.815,0.683,0.26,2,0
8692,Mumbai,budget,169.45,6.567,Biryani,0.674,0.609,0.879,197,3
8693,Bengaluru,budget,170.98,1.567,South Indian,0.681,0.876,0.717,47,2
8694,Mumbai,budget,85.07,3.467,South Indian,0.254,0.635,0.556,104,3
8695,Mumbai,mid,380.29,0.1,North Indian,0.442,0.635,0.008,1,0
8696,Mumbai,mid,440.75,3.6,North Indian,0.22,0.41,0.736,108,3
8697,Pune,budget,207.02,5.933,North Indian,0.168,0.702,0.849,178,3
8698,Bengaluru,budget,186.06,2.033,North Indian,0.244,0.901,0.58,61,3
8699,Chennai,budget,175.66,2.9,Biryani,0.198,0.881,0.669,87,3
8700,Chennai,budget,80.0,3.5,Chinese,0.23,0.625,0.71,105,3
8701,Mumbai,budget,149.25,3.167,Fast Food,0.495,0.758,0.934,95,3
8702,Chennai,mid,254.34,6.433,South Indian,0.686,0.65,0.82,193,3
8703,Hyderabad,budget,214.11,0.1,Biryani,0.622,0.662,0.274,2,0
8704,Pune,budget,206.52,0.1,Chinese,0.472,0.833,0.279,1,0
8705,Pune,mid,254.95,2.267,Chinese,0.416,0.536,0.311,68,3
8706,Hyderabad,budget,147.7,2.133,Biryani,0.292,0.821,0.475,64,3
8707,Chennai,budget,162.43,0.1,North Indian,0.755,0.978,0.155,1,0
8708,Hyderabad,budget,195.04,6.0,Fast Food,0.769,0.835,0.551,180,3
8709,Hyderabad,budget,80.0,3.467,Biryani,0.417,0.977,0.832,104,3
8710,Hyderabad,budget,80.0,2.633,Chinese,0.264,0.627,0.682,79,3
8711,Pune,mid,353.81,1.067,Desserts,0.458,0.634,0.435,32,2
8712,Pune,budget,80.0,6.467,Desserts,0.208,0.715,0.94,194,3
8713,Delhi,mid,365.86,1.133,North Indian,0.477,0.676,0.956,34,2
8714,Mumbai,mid,409.22,2.433,North Indian,0.402,0.562,0.619,73,3
8715,Delhi,budget,211.8,4.7,Biryani,0.551,0.749,0.85,141,3
8716,Bengaluru,budget,118.87,0.167,North Indian,0.712,0.815,0.619,5,1
8717,Delhi,budget,158.06,2.2,North Indian,0.466,0.865,0.614,66,3
8718,Bengaluru,budget,182.58,6.333,North Indian,0.164,0.777,0.833,190,3
8719,Bengaluru,mid,232.43,0.3,Chinese,0.131,0.462,0.245,9,1
8720,Pune,budget,195.77,1.7,North Indian,0.334,0.845,0.481,51,3
8721,Bengaluru,premium,754.87,0.7,South Indian,0.591,0.195,0.706,21,2
8722,Delhi,mid,289.46,4.667,Biryani,0.409,0.673,0.779,140,3
8723,Bengaluru,mid,364.14,0.233,North Indian,0.108,0.563,0.83,7,1
8724,Mumbai,mid,336.07,0.467,North Indian,0.413,0.46,0.918,14,1
8725,Mumbai,mid,428.01,3.233,Other,0.101,0.485,0.81,97,3
8726,Hyderabad,premium,627.91,0.1,Chinese,0.332,0.11,0.145,1,0
8727,Delhi,premium,745.42,6.033,Chinese,0.345,0.08,0.37,181,3
8728,Hyderabad,budget,118.95,1.567,Biryani,0.34,0.601,0.638,47,2
8729,Mumbai,budget,103.11,3.867,South Indian,0.156,0.663,0.479,116,3
8730,Delhi,budget,158.58,5.367,Biryani,0.574,0.842,0.871,161,3
8731,Hyderabad,budget,105.16,4.9,Fast Food,0.538,0.756,0.83,147,3
8732,Hyderabad,mid,430.06,6.433,Biryani,0.438,0.341,0.424,193,3
8733,Hyderabad,budget,179.61,0.633,North Indian,0.678,0.684,0.728,19,2
8734,Hyderabad,mid,273.49,0.433,Biryani,0.681,0.436,0.643,13,1
8735,Delhi,mid,371.38,4.6,Other,0.306,0.695,0.779,138,3
8736,Bengaluru,budget,111.52,0.1,South Indian,0.274,0.926,0.073,1,0
8737,Bengaluru,mid,189.57,0.1,North Indian,0.33,0.354,0.093,2,0
8738,Bengaluru,budget,120.14,4.8,Fast Food,0.3,0.643,0.931,144,3
8739,Chennai,mid,344.97,3.033,Chinese,0.416,0.487,0.477,91,3
8740,Mumbai,mid,402.14,6.633,Fast Food,0.654,0.583,0.485,199,3
8741,Hyderabad,budget,157.47,5.867,South Indian,0.516,0.87,0.559,176,3
8742,Chennai,mid,440.77,2.5,Fast Food,0.612,0.542,0.72,75,3
8743,Bengaluru,budget,100.94,0.1,Chinese,0.526,0.984,0.052,1,0
8744,Bengaluru,mid,312.33,6.633,Chinese,0.335,0.447,0.433,199,3
8745,Chennai,mid,514.44,0.1,Fast Food,0.087,0.548,0.089,3,0
8746,Hyderabad,budget,80.0,6.0,South Indian,0.283,0.634,0.736,180,3
8747,Hyderabad,mid,304.8,0.5,North Indian,0.79,0.303,0.885,15,1
8748,Bengaluru,premium,485.7,4.833,North Indian,0.553,0.172,0.398,145,3
8749,Mumbai,mid,330.46,6.4,North Indian,0.478,0.423,0.772,192,3
8750,Mumbai,mid,306.56,2.633,Fast Food,0.676,0.657,0.899,79,3
8751,Bengaluru,mid,410.22,5.067,North Indian,0.601,0.66,0.537,152,3
8752,Chennai,budget,162.78,0.1,South Indian,0.598,0.905,0.129,3,0
8753,Delhi,mid,219.44,3.167,Chinese,0.322,0.689,0.479,95,3
8754,Bengaluru,premium,582.37,4.833,Fast Food,0.789,0.052,0.557,145,3
8755,Delhi,budget,149.99,3.933,North Indian,0.129,0.792,0.296,118,3
8756,Delhi,budget,186.97,4.6,Fast Food,0.127,0.764,0.298,138,3
8757,Pune,budget,271.65,1.6,Fast Food,0.716,0.951,0.576,48,2
8758,Pune,budget,185.14,2.033,North Indian,0.486,0.654,0.703,61,3
8759,Pune,budget,99.38,4.3,North Indian,0.53,0.663,0.573,129,3
8760,Pune,budget,145.31,0.1,South Indian,0.203,0.69,0.244,1,0
8761,Bengaluru,mid,368.1,2.633,Chinese,0.257,0.492,0.651,79,3
8762,Chennai,budget,124.03,5.567,Desserts,0.632,0.741,0.216,167,3
8763,Delhi,budget,173.51,2.367,Biryani,0.725,0.912,0.694,71,3
8764,Hyderabad,mid,122.86,3.233,Desserts,0.36,0.493,0.508,97,3
8765,Delhi,budget,177.66,2.2,North Indian,0.356,0.877,0.819,66,3
8766,Hyderabad,budget,126.18,3.833,North Indian,0.659,0.992,0.708,115,3
8767,Bengaluru,mid,339.03,3.8,Chinese,0.431,0.615,0.487,114,3
8768,Bengaluru,premium,993.14,2.267,Chinese,0.559,0.269,0.785,68,3
8769,Mumbai,mid,223.85,5.167,Desserts,0.343,0.509,0.8,155,3
8770,Delhi,budget,163.64,1.2,Fast Food,0.041,0.621,0.476,36,2
8771,Bengaluru,budget,189.7,5.167,South Indian,0.522,0.864,0.535,155,3
8772,Hyderabad,premium,734.07,0.567,North Indian,0.375,0.327,0.394,17,2
8773,Pune,mid,188.58,0.1,North Indian,0.386,0.483,0.273,2,0
8774,Chennai,mid,485.04,2.8,South Indian,0.094,0.361,0.508,84,3
8775,Hyderabad,mid,328.86,2.9,North Indian,0.334,0.311,0.408,87,3
8776,Bengaluru,budget,123.62,4.267,South Indian,0.593,0.721,0.836,128,3
8777,Bengaluru,budget,134.48,6.267,Fast Food,0.398,0.841,0.845,188,3
8778,Pune,mid,311.79,5.1,Fast Food,0.559,0.452,0.311,153,3
8779,Pune,premium,461.96,3.7,Biryani,0.325,0.127,0.294,111,3
8780,Bengaluru,budget,158.25,0.7,North Indian,0.394,0.924,0.123,21,2
8781,Hyderabad,mid,290.28,6.6,South Indian,0.156,0.62,0.25,198,3
8782,Bengaluru,budget,183.54,2.233,North Indian,0.411,0.638,0.804,67,3
8783,Hyderabad,premium,803.52,4.167,North Indian,0.519,0.2,0.291,125,3
8784,Bengaluru,budget,231.28,5.4,South Indian,0.448,0.924,0.839,162,3
8785,Pune,mid,328.84,4.7,Fast Food,0.472,0.447,0.604,141,3
8786,Chennai,budget,109.84,0.867,South Indian,0.391,0.852,0.308,26,2
8787,Delhi,mid,203.03,0.1,Chinese,0.422,0.318,0.085,1,0
8788,Mumbai,mid,569.33,6.6,Desserts,0.35,0.412,0.424,198,3
8789,Pune,budget,183.11,5.133,Chinese,0.64,0.82,0.716,154,3
8790,Bengaluru,premium,561.52,4.267,Chinese,0.423,0.324,0.817,128,3
8791,Mumbai,premium,1038.63,3.033,North Indian,0.271,0.186,0.377,91,3
8792,Chennai,premium,971.23,6.267,Biryani,0.135,0.379,0.484,188,3
8793,Bengaluru,budget,82.44,4.867,Fast Food,0.435,0.699,0.631,146,3
8794,Hyderabad,mid,274.65,4.9,South Indian,0.648,0.322,0.609,147,3
8795,Hyderabad,mid,336.77,6.1,Fast Food,0.706,0.691,0.708,183,3
8796,Delhi,mid,242.99,6.4,Chinese,0.488,0.549,0.509,192,3
8797,Hyderabad,mid,340.34,5.733,Biryani,0.268,0.303,0.76,172,3
8798,Hyderabad,mid,421.2,4.467,Chinese,0.885,0.407,0.53,134,3
8799,Hyderabad,budget,81.34,1.633,North Indian,0.274,0.667,0.815,49,2
8800,Pune,budget,164.65,1.9,Chinese,0.115,0.976,0.733,57,3
8801,Bengaluru,budget,208.42,0.1,Desserts,0.185,0.902,0.022,3,0
8802,Hyderabad,budget,170.01,5.367,Chinese,0.28,0.993,0.885,161,3
8803,Chennai,budget,146.22,2.333,Other,0.746,0.627,0.929,70,3
8804,Chennai,budget,116.59,1.633,North Indian,0.501,0.637,0.441,49,2
8805,Pune,mid,433.08,4.867,Chinese,0.489,0.367,0.476,146,3
8806,Delhi,mid,232.31,3.833,Fast Food,0.489,0.431,0.428,115,3
8807,Pune,budget,162.14,0.1,Fast Food,0.547,0.684,0.278,2,0
8808,Bengaluru,mid,352.55,0.1,South Indian,0.356,0.655,0.268,1,0
8809,Delhi,premium,925.12,3.267,South Indian,0.191,0.372,0.946,98,3
8810,Delhi,premium,583.45,5.333,North Indian,0.387,0.387,0.253,160,3
8811,Bengaluru,premium,600.45,0.1,Biryani,0.016,0.062,0.163,1,0
8812,Pune,premium,451.63,5.1,North Indian,0.299,0.334,0.544,153,3
8813,Mumbai,mid,393.73,0.667,North Indian,0.67,0.674,0.34,20,2
8814,Delhi,premium,615.24,5.767,North Indian,0.363,0.155,0.736,173,3
8815,Chennai,premium,527.59,0.9,South Indian,0.475,0.182,0.458,27,2
8816,Pune,budget,111.66,1.767,North Indian,0.433,0.68,0.892,53,3
8817,Mumbai,premium,807.42,2.533,North Indian,0.383,0.18,0.862,76,3
8818,Bengaluru,mid,239.7,6.633,Fast Food,0.259,0.548,0.856,199,3
8819,Bengaluru,mid,248.58,2.733,North Indian,0.611,0.621,0.656,82,3
8820,Bengaluru,premium,879.27,5.4,South Indian,0.754,0.313,0.689,162,3
8821,Chennai,budget,141.69,1.833,South Indian,0.162,0.934,0.867,55,3
8822,Hyderabad,budget,197.77,0.1,Biryani,0.267,0.69,0.167,2,0
8823,Mumbai,mid,314.06,3.5,Desserts,0.58,0.377,0.549,105,3
8824,Delhi,mid,349.89,0.967,South Indian,0.292,0.317,0.772,29,2
8825,Chennai,premium,731.26,0.1,South Indian,0.772,0.209,0.091,1,0
8826,Delhi,premium,977.46,2.433,North Indian,0.291,0.047,0.308,73,3
8827,Bengaluru,mid,480.59,5.267,South Indian,0.409,0.587,0.669,158,3
8828,Bengaluru,premium,930.65,0.833,Fast Food,0.546,0.077,0.835,25,2
8829,Bengaluru,budget,118.56,5.467,South Indian,0.449,0.851,0.463,164,3
8830,Chennai,premium,502.63,4.133,North Indian,0.304,0.135,0.149,124,3
8831,Delhi,budget,188.04,0.1,North Indian,0.768,0.616,0.204,3,0
8832,Chennai,mid,487.68,0.9,North Indian,0.551,0.475,0.843,27,2
8833,Chennai,budget,208.14,0.1,South Indian,0.43,0.666,0.192,3,0
8834,Pune,mid,351.3,2.933,North Indian,0.55,0.665,0.75,88,3
8835,Bengaluru,budget,186.39,0.867,South Indian,0.024,0.88,0.532,26,2
8836,Mumbai,budget,187.27,0.1,South Indian,0.741,0.627,0.244,2,0
8837,Chennai,mid,364.89,5.6,North Indian,0.328,0.557,0.623,168,3
8838,Chennai,mid,369.24,3.1,Biryani,0.615,0.458,0.78,93,3
8839,Mumbai,budget,154.91,3.1,Chinese,0.838,0.75,0.372,93,3
8840,Delhi,mid,271.19,0.1,Fast Food,0.663,0.605,0.255,3,0
8841,Bengaluru,budget,115.7,2.667,South Indian,0.591,0.676,0.542,80,3
8842,Hyderabad,budget,114.93,1.7,North Indian,0.307,0.67,0.924,51,3
8843,Hyderabad,budget,80.0,5.667,Chinese,0.597,0.644,0.655,170,3
8844,Delhi,mid,364.29,3.567,North Indian,0.446,0.678,0.495,107,3
8845,Delhi,mid,345.94,0.1,South Indian,0.507,0.501,0.105,1,0
8846,Pune,mid,426.2,6.1,Desserts,0.166,0.617,0.805,183,3
8847,Chennai,premium,952.14,5.433,Desserts,0.633,0.193,0.495,163,3
8848,Hyderabad,mid,482.43,2.433,Biryani,0.321,0.638,0.694,73,3
8849,Delhi,mid,491.85,4.8,Desserts,0.214,0.347,0.804,144,3
8850,Bengaluru,premium,548.58,0.1,South Indian,0.778,0.154,0.126,3,0
8851,Pune,budget,80.0,5.133,Fast Food,0.429,0.854,0.601,154,3
8852,Delhi,budget,196.54,6.2,Fast Food,0.387,0.652,0.532,186,3
8853,Delhi,budget,219.11,4.9,North Indian,0.464,0.697,0.756,147,3
8854,Bengaluru,mid,505.6,3.4,North Indian,0.145,0.619,0.432,102,3
8855,Delhi,mid,398.5,0.1,Desserts,0.549,0.528,0.126,1,0
8856,Mumbai,budget,80.0,5.767,North Indian,0.533,0.626,0.388,173,3
8857,Pune,premium,773.12,0.1,Chinese,0.315,0.111,0.237,2,0
8858,Chennai,premium,811.09,6.267,Chinese,0.373,0.262,0.675,188,3
8859,Bengaluru,budget,212.6,3.267,South Indian,0.129,0.926,0.662,98,3
8860,Hyderabad,budget,221.48,1.8,Desserts,0.347,0.633,0.803,54,3
8861,Bengaluru,budget,195.48,2.067,Other,0.502,0.986,0.893,62,3
8862,Mumbai,budget,120.64,0.1,Chinese,0.655,0.84,0.115,1,0
8863,Chennai,premium,494.18,2.667,Biryani,0.597,0.338,0.494,80,3
8864,Mumbai,mid,403.4,4.4,North Indian,0.011,0.686,0.291,132,3
8865,Hyderabad,budget,110.38,3.033,Desserts,0.596,0.857,0.282,91,3
8866,Delhi,mid,497.51,0.1,North Indian,0.677,0.39,0.03,3,0
8867,Bengaluru,budget,80.0,1.033,North Indian,0.297,0.652,0.661,31,2
8868,Bengaluru,budget,178.34,3.967,Fast Food,0.165,0.725,0.453,119,3
8869,Bengaluru,budget,165.98,2.467,Fast Food,0.142,0.639,0.545,74,3
8870,Delhi,mid,329.32,5.3,Fast Food,0.561,0.37,0.49,159,3
8871,Mumbai,mid,257.49,6.267,North Indian,0.465,0.518,0.461,188,3
8872,Mumbai,premium,287.64,2.4,South Indian,0.308,0.392,0.682,72,3
8873,Chennai,budget,123.43,6.067,North Indian,0.091,0.857,0.912,182,3
8874,Mumbai,mid,298.61,4.1,Fast Food,0.696,0.615,0.487,123,3
8875,Hyderabad,budget,205.59,0.5,Chinese,0.107,0.877,0.652,15,1
8876,Delhi,budget,110.86,5.2,North Indian,0.661,0.811,0.495,156,3
8877,Chennai,premium,790.55,3.733,South Indian,0.048,0.056,0.361,112,3
8878,Hyderabad,mid,220.78,6.433,Biryani,0.791,0.364,0.445,193,3
8879,Delhi,budget,174.01,3.133,North Indian,0.218,0.696,0.567,94,3
8880,Chennai,mid,126.23,1.8,South Indian,0.436,0.364,0.746,54,3
8881,Hyderabad,mid,559.53,1.267,Biryani,0.149,0.325,0.176,38,2
8882,Delhi,premium,671.79,0.667,Chinese,0.137,0.347,0.895,20,2
8883,Pune,mid,80.0,4.733,Chinese,0.58,0.42,0.788,142,3
8884,Bengaluru,budget,114.11,6.5,Chinese,0.387,0.932,0.721,195,3
8885,Mumbai,mid,262.43,4.367,Biryani,0.224,0.644,0.82,131,3
8886,Hyderabad,budget,117.21,4.067,South Indian,0.352,0.63,0.55,122,3
8887,Bengaluru,budget,131.77,0.333,North Indian,0.482,0.842,0.809,10,1
8888,Bengaluru,mid,283.74,0.267,South Indian,0.547,0.51,0.85,8,1
8889,Bengaluru,mid,268.36,3.4,Fast Food,0.588,0.46,0.609,102,3
8890,Pune,budget,92.07,3.533,Chinese,0.489,0.723,0.823,106,3
8891,Bengaluru,mid,432.18,2.933,South Indian,0.281,0.333,0.462,88,3
8892,Chennai,mid,470.11,6.233,South Indian,0.298,0.543,0.615,187,3
8893,Pune,mid,324.54,2.3,North Indian,0.138,0.503,0.426,69,3
8894,Hyderabad,budget,149.12,6.533,South Indian,0.489,0.808,0.708,196,3
8895,Pune,budget,93.68,1.867,North Indian,0.346,0.67,0.228,56,3
8896,Bengaluru,budget,153.55,0.1,Fast Food,0.16,0.685,0.12,1,0
8897,Delhi,budget,161.5,2.1,North Indian,0.445,0.998,0.859,63,3
8898,Bengaluru,budget,139.03,5.233,Desserts,0.412,0.652,0.667,157,3
8899,Mumbai,budget,169.8,2.3,Chinese,0.12,0.932,0.538,69,3
8900,Delhi,budget,165.44,3.133,Chinese,0.381,0.878,0.542,94,3
8901,Delhi,budget,97.29,0.1,Desserts,0.894,0.913,0.193,3,0
8902,Mumbai,premium,938.61,2.733,North Indian,0.167,0.192,0.735,82,3
8903,Mumbai,mid,329.24,1.433,Biryani,0.179,0.678,0.936,43,2
8904,Pune,budget,233.78,5.067,North Indian,0.363,0.607,0.699,152,3
8905,Pune,premium,784.08,0.1,Fast Food,0.169,0.17,0.127,2,0
8906,Pune,budget,248.55,1.9,Biryani,0.448,0.684,0.566,57,3
8907,Mumbai,budget,208.76,6.567,North Indian,0.21,0.611,0.604,197,3
8908,Pune,premium,745.44,2.933,North Indian,0.139,0.341,0.619,88,3
8909,Bengaluru,budget,113.84,5.567,South Indian,0.329,0.629,0.724,167,3
8910,Bengaluru,budget,114.92,1.767,South Indian,0.531,0.716,0.733,53,3
8911,Delhi,budget,176.65,5.733,Chinese,0.403,0.753,0.816,172,3
8912,Pune,mid,364.31,1.067,South Indian,0.739,0.669,0.39,32,2
8913,Pune,mid,291.1,0.1,North Indian,0.262,0.46,0.162,3,0
8914,Chennai,budget,191.65,2.6,Biryani,0.559,0.905,0.598,78,3
8915,Mumbai,budget,151.94,1.367,South Indian,0.599,0.702,0.73,41,2
8916,Bengaluru,budget,191.95,6.4,Biryani,0.469,0.669,0.971,192,3
8917,Delhi,mid,252.45,2.067,Other,0.459,0.647,0.821,62,3
8918,Pune,budget,199.97,2.867,Biryani,0.366,0.784,0.94,86,3
8919,Hyderabad,premium,800.2,0.267,Biryani,0.194,0.093,0.696,8,1
8920,Pune,mid,469.76,0.1,North Indian,0.142,0.308,0.273,3,0
8921,Pune,budget,198.87,1.333,South Indian,0.534,0.869,0.894,40,2
8922,Hyderabad,mid,341.5,0.1,Biryani,0.61,0.685,0.141,2,0
8923,Delhi,budget,141.73,6.1,North Indian,0.366,0.632,0.422,183,3
8924,Chennai,budget,239.15,5.767,Chinese,0.549,0.683,0.61,173,3
8925,Chennai,budget,135.47,0.9,Biryani,0.161,0.955,0.766,27,2
8926,Chennai,mid,424.84,4.2,South Indian,0.461,0.605,0.608,126,3
8927,Pune,mid,311.86,5.0,Fast Food,0.301,0.621,0.421,150,3
8928,Hyderabad,premium,327.62,6.333,Biryani,0.407,0.352,0.836,190,3
8929,Chennai,budget,88.63,0.1,South Indian,0.267,0.602,0.099,1,0
8930,Bengaluru,budget,170.3,2.267,Other,0.178,0.612,0.9,68,3
8931,Bengaluru,mid,420.11,0.1,South Indian,0.383,0.484,0.14,1,0
8932,Mumbai,budget,170.46,3.633,Fast Food,0.325,0.929,0.562,109,3
8933,Delhi,budget,207.3,4.067,North Indian,0.277,0.617,0.272,122,3
8934,Pune,premium,778.25,1.4,North Indian,0.245,0.376,0.695,42,2
8935,Delhi,premium,544.95,0.3,North Indian,0.84,0.161,0.92,9,1
8936,Mumbai,premium,818.86,0.1,North Indian,0.303,0.177,0.204,1,0
8937,Chennai,budget,158.48,1.5,North Indian,0.636,0.691,0.795,45,2
8938,Mumbai,budget,121.22,3.967,North Indian,0.301,0.739,0.658,119,3
